Organization_Name,Organization_Name_URL,Founded_Date,Founders,Number_of_Employees,Description,Industries,Industry_Groups,Headquarters_Location,Headquarters_Regions,Operating_Status,Funding_Status,Number_of_Funding_Rounds,Last_Funding_Amount,Last_Funding_Amount_Currency,Last_Funding_Date,Last_Funding_Type,Total_Funding_Amount,Total_Funding_Amount_Currency,Number_of_Lead_Investors,Top_5_Investors,Trend_Score_7_Days,Trend_Score_30_Days,Trend_Score_90_Days,Growth_Trend,Active_Hiring,Region_Local,Region_Mid,Region_Broad,Industry_Category
Advanced Medicine Partners,https://www.crunchbase.com/organization/advanced-medicine-partners,2023-01-01,Unknown,11-50,Advanced Medicine Partners is a biotechnology company that specializes in viral vector manufacturing for genes and cells.,"Biotechnology, Clinical Trials, Medical","Biotechnology, Health Care, Science and Engineering","Lake Forest, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",Active,Early Stage Venture,1,32000000.0,USD,2024-06-05,Series A,32000000.0,USD,1.0,"ARCH Venture Partners, Deerfield",0.7,0.0,-0.9,Unknown,N,Greater Chicago Area,Great Lakes,Midwestern US,Healthcare & Biotech
Progentos Therapeutics,https://www.crunchbase.com/organization/progentos-therapeutics,2023-01-01,"Chris Loose, Sanjay Magavi",11-50,Progentos Therapeutics develops an approach to treat multiple sclerosis that stimulates the body's natural repair mechanisms.,"Life Science, Medical, Therapeutics","Biotechnology, Health Care, Science and Engineering","Watertown, Massachusetts, United States","Greater Boston Area, East Coast, New England",Active,Early Stage Venture,1,65000000.0,USD,2024-05-14,Series A,65000000.0,USD,1.0,"Longwood Fund, Mission BioCapital, Forbion Capital Partners, Alta Partners, Dolby Family Ventures",-0.2,0.0,-0.8,Unknown,N,Greater Boston Area,East Coast,Northeastern US,Healthcare & Biotech
United Homes Group,https://www.crunchbase.com/organization/united-homes-group,2023-01-01,Unknown,101-250,United Homes Group is a residential building company.,"Construction, Real Estate, Residential",Real Estate,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Active,IPO,1,37100285.0,USD,2024-12-06,Post-IPO Secondary,37100285.0,USD,0.0,Unknown,-0.6,-2.1,-1.6,Unknown,N,Greater New York Area,East Coast,Northeastern US,Other
MapleCraft Engineers,https://www.crunchbase.com/organization/maplecraft-engineers,2024-01-11,Unknown,11-50,"MapleCraft Engineers provides engineering solutions, specializing in design, development, and project management across various industries.","Architecture, Civil Engineering, Construction","Real Estate, Science and Engineering","Houston, Texas, United States","Greater Houston Area, Southern US",Active,Private Equity,1,13000000.0,USD,2024-11-16,Private Equity,13000000.0,USD,0.0,Unknown,0.0,-0.6,-0.3,Unknown,N,Greater Houston Area,Unknown,Southern US,Other
PuffPaw,https://www.crunchbase.com/organization/puffpaw,2024-01-01,Reffo Tse,11-50,PuffPaw is an e-cigarette maker that uses blockchain technology to track its consumers' smoking behavior.,Manufacturing,Manufacturing,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",Active,Seed,1,6000000.0,USD,2024-09-05,Seed,6000000.0,USD,1.0,"Lemniscap, Volt Capital, Corner Capital Management, nonce Classic, Social Graph Ventures",-0.1,-0.6,0.0,Unknown,N,Greater Los Angeles Area,West Coast,Western US,Industrial & Other
Tab,https://www.crunchbase.com/organization/tab-eea1,2023-01-01,Unknown,11-50,Tab is a wearable artificial intelligence startup.,"Artificial Intelligence (AI), Information Technology, Wearables","Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software","New Castle, Delaware, United States","Greater Philadelphia Area, East Coast, Southern US",Active,Seed,1,1900000.0,USD,2024-01-10,Seed,1900000.0,USD,0.0,"Caffeinated Capital, Guillermo Rauch, Aravind Srinivas, Cory Levy, Raj Gokal",0.0,-0.3,1.5,Unknown,N,Greater Philadelphia Area,East Coast,Southern US,AI & Data
Codes Health,https://www.crunchbase.com/organization/codes-health,2024-01-01,"Alvaro Rivera, Austin Mills, Cody Durr",11-50,"Codes Health specializes in automated collection of medical records, gathering data from exchanges, providers, and patients.","Health Care, Health Diagnostics, Medical",Health Care,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Active,Seed,1,500000.0,USD,2024-09-25,Pre-Seed,500000.0,USD,1.0,Y Combinator,0.7,2.0,0.5,Unknown,N,Greater New York Area,East Coast,Northeastern US,Healthcare & Biotech
Moola,https://www.crunchbase.com/organization/moola-1ea6,2024-01-01,Jason Schappert,11-50,Investing and Savings,"Education, Financial Services, Internet, Software","Education, Financial Services, Internet Services, Software","Naples, Florida, United States","East Coast, Southern US",Active,Seed,1,5000000.0,USD,2024-03-01,Pre-Seed,5000000.0,USD,0.0,Jason Schappert,0.0,0.0,0.9,Unknown,N,East Coast,Unknown,Southern US,Fintech
Aark,https://www.crunchbase.com/organization/aark,2024-06-01,Unknown,11-50,Aark is an Arbitrum-based decentralized derivatives exchange.,"Blockchain, Cryptocurrency, Finance, FinTech","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Active,Seed,2,6000000.0,USD,2024-04-17,Seed,6000000.0,USD,1.0,"Arrington Capital, Black Dragon Capital, Skyland Ventures, HashKey Capital, IVC",0.9,-0.6,-0.8,Unknown,N,Greater New York Area,East Coast,Northeastern US,Fintech
Nutrad,https://www.crunchbase.com/organization/nutrad-io,2023-01-01,"David Crosswhite, John Abrams",11-50,Nutrad offers supply chain collaboration solutions through its Smart Pipes platform.,"Industrial Automation, Retail Technology, Software","Commerce and Shopping, Hardware, Manufacturing, Science and Engineering, Software","Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",Active,Seed,3,1300000.0,USD,2024-06-26,Seed,1800000.0,USD,1.0,"11 Tribes Ventures, Polsky Center for Entrepreneurship and Innovation",0.9,0.0,1.8,Unknown,N,Greater Chicago Area,Great Lakes,Midwestern US,AI & Data
Elysium Communities,https://www.crunchbase.com/organization/elysium-communities,2024-11-27,Unknown,11-50,"Proptech, Web3, Real Estate Development","Property Development, PropTech, Web3","Blockchain and Cryptocurrency, Internet Services, Real Estate","Miami, Florida, United States","Greater Miami Area, East Coast, Southern US",Active,Seed,1,5000000.0,USD,2024-11-27,Pre-Seed,5000000.0,USD,0.0,Unknown,0.0,0.0,0.0,Null,N,Greater Miami Area,East Coast,Southern US,E-Commerce & Retail
StripChain,https://www.crunchbase.com/organization/stripchain,2024-01-01,Unknown,11-50,Stripchain is an intent-based interoperability standard that enables chain abstraction.,"Blockchain, Cryptocurrency","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software","Miami Beach, Florida, United States","Greater Miami Area, East Coast, Southern US",Active,Unknown,1,10000000.0,USD,2024-05-22,Venture - Series Unknown,10000000.0,USD,1.0,"Hyperithm, Ascensive Assets, Hypersphere Ventures, Comma3 Ventures, Shima Capital",-0.2,-0.4,-0.8,Null,N,Greater Miami Area,East Coast,Southern US,Fintech
Mindscale AI,https://www.crunchbase.com/organization/mindscale-ai,2024-09-05,Unknown,11-50,"Mindscale AI is redefining prior authorization with the industry’s first automated, API-first platform.","Artificial Intelligence (AI), Big Data, Health Care, Machine Learning","Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Active,Seed,1,500000.0,USD,2024-12-31,Angel,500000.0,USD,0.0,Unknown,1.8,4.4,4.5,Null,N,San Francisco Bay Area,West Coast,Western US,Healthcare & Biotech
SOAI,https://www.crunchbase.com/organization/soai,2024-01-01,Unknown,11-50,SOAI is an AI social platform that utilizes advanced technology to create customized AI companions for billions of people worldwide.,"Artificial Intelligence (AI), Content Creators, Social Media, Video","Artificial Intelligence (AI), Data and Analytics, Internet Services, Media and Entertainment, Science and Engineering, Software, Video","Earth, Texas, United States",Southern US,Active,Seed,1,5000000.0,USD,2024-04-02,Seed,5000000.0,USD,1.0,"Archer Capital, X-Force capital",0.8,0.4,-0.1,Null,N,Southern US,Unknown,Unknown,AI & Data
Alife Virtual,https://www.crunchbase.com/organization/alife-virtual,2024-09-03,"Adam Berger, Adrian Monet, Anca Todys, Christina Monet, Cristian Todys, Malie Todys, Olivia Todys, Sorin Todys",11-50,"Experience the ultimate 3D avatar world with limitless customization. Participate in events, competitions, adventures, create, socialize!","Content Creators, Digital Entertainment, Digital Media, Media and Entertainment, Metaverse, Online Games, Performing Arts, Simulation, Virtual Goods","Commerce and Shopping, Gaming, Media and Entertainment, Software","Dover, Delaware, United States","East Coast, Southern US",Active,Seed,1,400000.0,USD,2024-12-01,Seed,400000.0,USD,4.0,"Microsoft, Amazon Web Services, Google Cloud, Nvidia Inception",-0.1,-0.1,-0.4,Null,N,East Coast,Unknown,Southern US,Media & Marketing
FrontRace,https://www.crunchbase.com/organization/frontrace,2024-01-01,Unknown,11-50,"FrontRace empowers teams to track activities that drive success, uncovering hidden patterns for growth.","Office Administration, SaaS, Software","Administrative Services, Software","Boca Raton, Florida, United States","Greater Miami Area, East Coast, Southern US",Active,Seed,1,4000000.0,USD,2024-05-09,Seed,4000000.0,USD,0.0,Unknown,-0.1,0.8,-0.3,Null,N,Greater Miami Area,East Coast,Southern US,Enterprise Software
Onepine AI LLC,https://www.crunchbase.com/organization/onepine-ai,2024-05-30,Fan Yang,11-50,Onepine AI is a transformative AI analytics platform designed to empower businesses to harness their data effectively.,"Artificial Intelligence (AI), Business Intelligence","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",Active,Seed,2,1800000.0,USD,2024-12-01,Pre-Seed,1910034.0,USD,1.0,"Dreams Matter Ventures, PrecisionEdge Capital",-0.1,-0.5,5.1,Null,N,Greater Los Angeles Area,West Coast,Western US,AI & Data
Siete Ventures Sporting VC,https://www.crunchbase.com/organization/7ventures-sporting-vc,2023-09-03,Unknown,11-50,Global Sporting Venture Capital,Finance,Financial Services,"Miami, Florida, United States","Greater Miami Area, East Coast, Southern US",Active,Early Stage Venture,1,17000000.0,EUR,2024-06-01,Series A,17000000.0,EUR,1.0,Marcelo Dorado,1.6,3.0,4.4,Null,N,Greater Miami Area,East Coast,Southern US,Fintech
Tomo,https://www.crunchbase.com/organization/tomo-729b,2023-01-01,Unknown,11-50,"Tomo is a All-in-one social wallet with connect, create and earn.",Unknown,Unknown,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",Active,Seed,1,3500000.0,USD,2024-04-10,Seed,3500000.0,USD,1.0,"ConsenSys, Symbolic Capital, dao5, Story Protocol, Polychain",0.2,-0.4,0.3,Null,N,Greater Los Angeles Area,West Coast,Western US,Unknown
SolarPulse,https://www.crunchbase.com/organization/solarpulse,2023-01-01,"Er-Hao Mei, Ravi Sharma",51-100,SolarPulse provides AI-driven predictive maintenance solutions specifically designed for the solar energy industry.,"Artificial Intelligence (AI), Internet of Things, Renewable Energy","Artificial Intelligence (AI), Data and Analytics, Energy, Internet Services, Science and Engineering, Software, Sustainability","Dundee, Oregon, United States","West Coast, Western US",Active,Seed,3,4800000.0,USD,2024-05-03,Seed,7500000.0,USD,3.0,"NFX, Qualcomm Ventures, Globo Ventures, Dong Fund, YNot Ventures",-0.1,-0.5,-0.4,Null,N,West Coast,Unknown,Western US,AI & Data
Lateral Care,https://www.crunchbase.com/organization/lateral-care,2024-01-01,Unknown,11-50,Lateral Care is a technology company.,Unknown,Unknown,"Southlake, Texas, United States","Dallas/Fort Worth Metroplex, Southern US",Active,Seed,1,2879586.0,USD,2024-07-18,Seed,2879586.0,USD,0.0,Unknown,1.2,3.5,1.4,Null,Y,Dallas/Fort Worth Metroplex,Unknown,Southern US,Unknown
OK Stone Engineering,https://www.crunchbase.com/organization/ok-stone-engineering,2023-01-01,Unknown,11-50,OK Stone Engineering is a manufacturing company.,Unknown,Unknown,"Carlsbad, California, United States","Greater San Diego Area, West Coast, Western US",Active,Seed,1,5000000.0,USD,2024-04-08,Seed,5000000.0,USD,0.0,Unknown,0.0,0.3,2.2,Null,N,Greater San Diego Area,West Coast,Western US,Unknown
Tastes Pretty Good,https://www.crunchbase.com/organization/tastes-pretty-good,2023-01-01,Unknown,11-50,Tastes Pretty Good deals with the chain of restaurants.,"Food and Beverage, Food Delivery, Restaurants","Food and Beverage, Transportation","Tampa, Florida, United States","Tampa Bay Area, East Coast, Southern US",Active,Unknown,1,9665673.0,USD,2024-07-22,Venture - Series Unknown,9665673.0,USD,0.0,Unknown,0.0,0.0,-0.5,Null,N,Tampa Bay Area,East Coast,Southern US,E-Commerce & Retail
Vue Protocol,https://www.crunchbase.com/organization/vue-protocol,2024-01-01,Matt ‏‏‎ ‎‏‏‎ ‎,11-50,"Vue Protocol is an IT company that provides a decentralized social layer with restaking, security, and Web3 social.","Decentralized Finance (DeFi), Finance, Web3","Blockchain and Cryptocurrency, Financial Services, Internet Services","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Active,Seed,2,6000000.0,USD,2024-10-16,Seed,6000000.0,USD,0.0,"PAKA, Eureka Partners, AU21 Capital, Genesis Block Ventures",-0.1,-0.3,-0.1,Null,N,San Francisco Bay Area,West Coast,Western US,Fintech
TrendMerge,https://www.crunchbase.com/organization/trendmerge,2023-03-01,Unknown,11-50,TrendMerge builds an AI-driven insights platform to help brands understand current food trends.,"Artificial Intelligence (AI), Food and Beverage, Market Research","Artificial Intelligence (AI), Data and Analytics, Design, Food and Beverage, Science and Engineering, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Active,Seed,1,1200000.0,USD,2024-06-04,Seed,1200000.0,USD,0.0,Unknown,0.1,-0.3,-0.4,Null,N,Greater New York Area,East Coast,Northeastern US,AI & Data
Runes DEX,https://www.crunchbase.com/organization/runes-dex,2023-01-01,Unknown,11-50,Runes DEX is the Automated Market Maker platform.,"Bitcoin, Blockchain","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software","Delaware, New Jersey, United States","East Coast, Northeastern US",Active,Seed,1,2000000.0,USD,2024-04-18,Seed,2000000.0,USD,0.0,"Auros, Kenetic, Future Fund, Mechanism Capital, Pascal Gauthier",0.0,0.0,-0.2,Null,N,East Coast,Unknown,Northeastern US,Fintech
Today,https://www.crunchbase.com/organization/today-62ef,2023-01-01,Michael O'Connor,11-50,"Today is a Web3 social simulation game, offering interactions with GenAI backed NPCs, and no-code tools for virtual world development.",Unknown,Unknown,"Portland, Oregon, United States","West Coast, Western US",Active,Seed,1,5000000.0,USD,2024-04-05,Seed,5000000.0,USD,2.0,"GSR, Big Brain Holdings, Collab+Currency, Sfermion, Builder Capital",-0.1,-0.2,-1.2,Null,N,West Coast,Unknown,Western US,Unknown
Laoban Foods,https://www.crunchbase.com/organization/laoban-foods,2023-01-01,Unknown,11-50,Laoban Foods is a company.,Unknown,Unknown,"Washington, District of Columbia, United States","Washington DC Metro Area, Southern US",Active,Seed,1,4883236.0,USD,2024-07-15,Seed,4883236.0,USD,0.0,Unknown,0.0,2.0,3.6,Null,N,Washington DC Metro Area,Unknown,Southern US,Unknown
